Type,Country,Activity,Sex ,Age,Fatal (Y/N),Species 
Unprovoked,SOUTH AFRICA,Swimming,M,27,N,"White shark, > 3 m [10']"
Unprovoked,AUSTRALIA,Surfing,M,19,N,"Bronze whaler shark, 10' "
Unprovoked,USA,Scuba diving,M,27,Y,Oceanic whitetip shark x 2
Unprovoked,USA,Surfing,M,27,N,"White shark, 6 m [20'] "
Unprovoked,USA,Spearfishing,M,27,N,2.4 m [8'] shark
Unprovoked,AUSTRALIA,Diving for abalone,M,45,N,"White shark, 10'"
Unprovoked,USA,Surfing,M,22,N,4.5' shark
Unprovoked,USA,Free diving for abalone,M,32,N,"White shark, 4.4 m to 5 m [14.5' to 16.5'] "
Unprovoked,FRENCH POLYNESIA,Spearfishing,M,27,N,1.5 m grey reef shark
Unprovoked,WESTERN SAMOA,Swimming,M,25,Y,Thought to involve a tiger shark
Unprovoked,AUSTRALIA,Surfing,M,18,N,7' shark
Unprovoked,SOUTH AFRICA,Sitting in shallows,F,30,N,Zambesi shark
Unprovoked,MOZAMBIQUE,Standing,M,24,N,"White shark, 2.5 m [8.25'] "
Unprovoked,FRANCE,Swimming,M,27,N,White shark
Unprovoked,MARSHALL ISLANDS,"Free diving, collecting shells",M,27,N,1.8 m [6'] grey reef shark
Unprovoked,SOUTH AFRICA,Swimming,F,16,N,"White shark, 3 m [10']rk"
Unprovoked,USA,Surfing,M,18,N,5' to 6' shark
Unprovoked,SOUTH AFRICA,Swimming,M,25,N,1.5 m to 2 m shark
Unprovoked,USA,Scuba diving,M,30,N,"White shark, 5 m to 6 m [16.5' to 20']  "
Unprovoked,CROATIA,Swimming,M,34,Y,White shark
Provoked,AUSTRALIA,Scuba diving & feeding fish,M,26,N,"Grey nurse shark, 11'"
Unprovoked,USA,Hookah diving (submerged),M,27,N,"White shark, 5.5 m to 6 m [18' to 20'] "
Unprovoked,SOUTH AFRICA,Surfing,M,21,N,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board "
Unprovoked,BRITISH ISLES,Scuba diving,M,32,N,3.6 m  porbeagle shark
Unprovoked,KENYA,Swimming,M,16,N,"2 m [6'9""] shark"
Unprovoked,SOUTH AFRICA,Swimming,M,27,Y,White shark according to tooth pattern and witnesses
Unprovoked,NEW ZEALAND,Surfing,M,16,N,"White shark, 4.6 m [15'] "
Unprovoked,AUSTRALIA,Surfing,M,15,N,White shark
Unprovoked,MICRONESIA,Fishing,M,27,N,1.8 m shark
Unprovoked,MICRONESIA,Diving,M,43,N,1.8 to 2 m C. albimarginatus
Provoked,PALAU,Spearfishing,M,20,N,1 m shark
Unprovoked,USA,Swimming,M,27,N,"""Dog shark"""
Unprovoked,USA,other,M,27,N,Mako shark
Provoked,USA,Fishing,M,13,N,7.5' shark
Provoked,SOUTH AFRICA,Scuba Diving,M,25,N,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female "
Provoked,USA,Freediving,M,27,N,Wobbegong shark 
Unprovoked,SOLOMON ISLANDS,Swimming,M,27,UNKNOWN,Wobbegong shark
Unprovoked,USA,Wading,F,8,N,Carpet shark
Unprovoked,MOZAMBIQUE,Swimming,M,16,N,Zambesi shark
Unprovoked,MOZAMBIQUE,Swimming,M,12,N,Zambesi shark
Unprovoked,MOZAMBIQUE,Swimming,M,10,N,Zambesi shark
Unprovoked,ENGLAND,Attempted to return injured shark to the sea,M,27,N,8' blue shark
Unprovoked,SPAIN,Spearfishing,M,27,N,Blue shark
Boat,ITALY,Fishing on a boat,M,27,N,White shark
Unprovoked,CROATIA,Spearfishing,M,27,UNKNOWN,White shark
Unprovoked,USA,Scuba diving for lobsters,M,27,N,>2.4 m [8'] shark
Unprovoked,USA,Diving,M,27,N,Oceanic whitetip shark
Unprovoked,USA,Free diving for abalone,M,53,N,"White shark, 4.3 m 4.9 m [14' to 16'] "
Unprovoked,USA,Body surfing,M,13,N,4' shark
Provoked,USA,other,M,13,N,Nurse shark
Unprovoked,USA,Freediving for abalone (at surface),M,27,N,"White shark, 5 m [16.5'] "
Provoked,USA,Surf-fishing,M,27,N,2' to 3' shark
Provoked,USA,Diving,M,23,N,Nurse shark
Provoked,USA,Fishing,M,27,N,"Lemon shark, 9' "
Provoked,AUSTRALIA,other,M,65,N,Mako shark
Unprovoked,USA,Surfing,M,16,N,"White shark, identified by tooth fragments in surfboard"
Provoked,AUSTRALIA,Fishing,M,49,N,7-gill shark
Unprovoked,AUSTRALIA,other,M,27,N,Carpet shark
Provoked,BAHAMAS,Sight-seeing,M,27,N,10' shark
Provoked,AUSTRALIA,Feeding mullet to sharks,M,27,N,"Grey nurse shark, 10' "
Unprovoked,NEW ZEALAND,Surfing,M,17,N,White shark
Unprovoked,AUSTRALIA,other,M,27,N,White shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,28,N,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']"
Boat,SOUTH AFRICA,Fishing,M,22,N,"90-kg ""blackfin"" shark"
Unprovoked,USA,Spearfishing using Scuba,M,27,N,3 m [10'] bull shark
Unprovoked,NEW ZEALAND,Spearfishing,M,24,Y,"White shark, 4.3 m [14'], (tooth fragment recovered)"
Unprovoked,USA,Playing with a frisbee in the shallows,M,9,N,a small hammerhead shark
Unprovoked,COLUMBIA,Dynamite fishing,M,18,N,2 m shark
Unprovoked,USA,Free diving,M,25,N,"White shark, 4 m [13'] "
Unprovoked,USA,Spearfishing using Scuba,M,33,N,4m [13'] shark
Unprovoked,BAHAMAS,Spearfishing,M,17,N,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark 
Unprovoked,ENGLAND,other,M,27,N,Blue shark
Unprovoked,USA,other,M,10,N,2.7 m [9'] silky shark
Unprovoked,AUSTRALIA,"Diving. Shark swallowed his hand, so he threw his other around the shark and went shark-back riding for 30 yards until the shark opened its jaws",M,21,N,"Bronze whaler shark, 1.8 m [6'] "
Provoked,AUSTRALIA,other,M,47,N,"""Blue whaler"" (Galeolamna)"
Unprovoked,SOUTH AFRICA,Wading & pushing dinghy toward  the shallows,M,35,N,1.5 m to 1.8m [5' to 6'] shark
Provoked,NEW ZEALAND,Picking up shark by the tail,F,27,N,3' shark
Unprovoked,AUSTRALIA,Spearfishing,M,26,N,"Bronze whaler shark, 3 m [10'] "
Unprovoked,SOUTH AFRICA,Surfing,M,22,N,1.5 m to 1.8 m [5' to 6'] shark
Provoked,AUSTRALIA,Freediving,M,15,N,Grey nurse shark
Unprovoked,AUSTRALIA,other,M,18,N,Grey nurse shark
Unprovoked,USA,Standing on sandbar,M,19,N,small blacktip shark
Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,23,Y,3.7 m [12'] shark
Provoked,USA,Pulling shark from the water,M,24,N,5' blue shark
Unprovoked,AUSTRALIA,"Spearfishing, dived to pick up a float line",M,23,Y,White shark
Unprovoked,USA,Spearfishing,M,15,N,"Nurse shark, 106 cm, 28-lb, male "
Unprovoked,BAHAMAS,Photographing sharks underwater using Scuba,M,41,N,1.5 m to 1.8 m [5' to 6'] sandbar shark
Unprovoked,SENEGAL,Beach seine netting,M,27,N,1.8 m shark
Provoked,USA,Spearfishing,M,26,N,"Nurse shark, 1 m "
Provoked,ITALY,Fishing boat,M,27,N,"White shark, 4 to 5 m [13' to 16.5'] "
Provoked,AUSTRALIA,other,M,30,N,Bronze whaler shark
Provoked,AUSTRALIA,Feeding a shark,M,22,N,Grey nurse shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,32,N,"White shark, 3 m [10'] "
Provoked,AUSTRALIA,Spearfishing,M,36,N,Grey nurse shark
Unprovoked,NEW ZEALAND,Lifesaving drill,M,21,Y,Thought to involve a white shark
Unprovoked,PAPUA NEW GUINEA,other,M,14,N,3.7 m [12'] shark
Boat,SOUTH AFRICA,Fishing for rock lobster,M,27,N,White shark or thresher shark
Provoked,SOUTH AFRICA,Spearfishing Competition,M,27,N,2.1 m [7'] sandtiger shark
Provoked,AUSTRALIA,Splashing,M,15,N,"""sand shark"""
Unprovoked,AUSTRALIA,Fishing,M,30,N,2.1 m [7'] shark
Provoked,AUSTRALIA,Spearfishing,M,29,N,"Grey nurse shark, 1.5 m [5'] "
Unprovoked,AUSTRALIA,Spearfishing,M,19,N,"Grey nurse shark, 1.5 m [5']"
Unprovoked,AUSTRALIA,Spearfishing,M,29,N,1.8 m [6'] shark
Unprovoked,PAPUA NEW GUINEA,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,9,Y,3.7 m [12'] shark
Unprovoked,PAPUA NEW GUINEA,Swimming,F,13,Y,3.7 m [12'] shark
Unprovoked,PAPUA NEW GUINEA,Bathing,F,8,Y,3.7 m [12'] shark
Unprovoked,AUSTRALIA,"Free diving, carrying speargun",M,32,N,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun "
Unprovoked,AUSTRALIA,Spearfishing,M,43,N,"Mako shark, 1.9 m [6.5'] "
Provoked,USA,Hunting crayfish ,M,14,N,"Nurse shark, 2.5' "
Unprovoked,NEW BRITAIN,Swimming,F,13,Y,A pack of 6 sharks
Unprovoked,NEW BRITAIN,Diving into water,F,9,Y,A pack of 6 sharks
Unprovoked,CROATIA,Swimming,M,33,Y,White shark
Unprovoked,TAIWAN,Lobster diving using Scuba,M,27,N,1.5 m to 2.1 m  [5' to 7'] shark
Unprovoked,ITALY,Attacked shark with fists,M,21,N,"""small shark"""
Unprovoked,USA,Wading,M,8,N,Spinner or blacktip sharks
Unprovoked,USA,Diving for sand dollars,M,16,N,Lemon shark or sandtiger shark
Provoked,USA,Killing a shark,M,34,N,4' shark
Provoked,USA,Clamming,M,15,N,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day"
Provoked,USA,Fishing,M,18,N,1.2 m [4'] hammerhead shark
Unprovoked,USA,Swimming,M,18,N,a small shark
Unprovoked,AUSTRALIA,Fishing,M,27,N,1.8 m [6'] shark
Sea Disaster,AUSTRALIA,Shipwreck,M,38,Y,Believed white shark and other smaller species of sharks involved.
Provoked,AUSTRALIA,Fishing (big game),M,27,N,"Alleged to involve a White shark, 7.6 m [25'] "
Unprovoked,AUSTRALIA,Treading water,M,13,N,"White shark, 2.5 m [8.25'], an immature female, previously injured"
Provoked,SOUTH AFRICA,Helping men land a shark,M,33,N,Copper shark
Unprovoked,USA,Free diving / spearfishing (resting on the surface),M,29,N,"White shark, 3 m [10'] "
Unprovoked,AUSTRALIA,Spearfishing,M,30,N,"Wobbegong shark, 5' "
Sea Disaster,COLUMBIA,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,M,27,Y,Shark involvement not confirmed
Unprovoked,SOUTH AFRICA,Standing,M,16,N,1.5 m to 1.8 m [5' to 6'] Zambesi shark
Unprovoked,AUSTRALIA,Jumped into the water,M,43,N,76 cm [2.5'] carpet shark
Unprovoked,SOUTH AFRICA,Body surfing,M,15,N,"1.8 m to 2 m [6' to 6'9""] shark"
Unprovoked,USA,Swimming,M,35,N,Hammerhead shark
Unprovoked,AUSTRALIA,"Spearfishing, but standing in knee-deep water",M,40,N,1.8 m [6'] carpet shark
Unprovoked,JOHNSTON ISLAND,Freediving,M,27,N,Grey reef shark
Boat,AUSTRALIA,Fishing,M,27,N,15' shark
Provoked,AUSTRALIA,Fishing from 34' boat when pulled overboard by hooked shark,M,43,Y,4.6 m [15'] shark
Unprovoked,AUSTRALIA,Surfing,M,24,N,"Grey nurse shark, 2.4 m [8'] "
Unprovoked,BAHAMAS,Sunbathing on beach when he saw child being attacked by the shark,M,32,N,"1.8 m [6'], 180-lb shark"
Unprovoked,BAHAMAS,Playing in the water,F,27,Y,"1.8 m [6'], 180-lb shark"
Unprovoked,NEW BRITAIN,"Spearfishing, shot a turtle",M,15,Y,2 sharks involved
Provoked,PAPUA NEW GUINEA,Spearing fish,M,27,N,"""small shark"""
Provoked,PAPUA NEW GUINEA,Fishing (rod & line),M,27,N,0.9 m [3'] shark
Unprovoked,MEXICO,other,M,23,N,300-kg [662-lb] shark
Provoked,BAHAMAS,Attempting to anesthetize shark,M,27,N,"Lemon shark, 0.5 m"
Unprovoked,SOUTH PACIFIC OCEAN,Treading water,M,27,Y, 
Unprovoked,USA,other,M,49,N,Bull shark
Unprovoked,USA,Spearfishing,M,28,N,"White shark, 10' to 12' "
Unprovoked,PALAU,Walking on reef,M,8,N,"Tiger shark, tooth fragment recovered"
Unprovoked,USA,Paddling on surfboard,M,17,N,Blacktip or spinner shark
Unprovoked,USA,Free diving,M,16,N,Mako shark
Unprovoked,SOUTH AFRICA,Treading water,M,25,N,"1.8 m [6'], 136-kg [300-lb] shark "
Unprovoked,USA,Scuba diving,M,18,N,1.2 m [4'] shark
Unprovoked,SOUTH AFRICA,Paddling rescue ski,M,22,N,"White shark, 3.7 m [12'] "
Unprovoked,AUSTRALIA,Swimming,M,27,N,1.5 m [5'] shark
Unprovoked,NEW GUINEA,Free diving,M,30,Y,4.9 m [16'] whaler
Provoked,USA,Collecting marine specimens,M,27,N,"Nurse shark, 0.94 m to 1.2 m [3' to 4'] "
Unprovoked,RED SEA,Standing in waist-deep water,M,27,N,Small shark with white-tipped dorsal fin
Unprovoked,EGYPT,"Spearfishing, but standing in the water",M,25,N,"1.5 m to 2.1 m [5' to 7'] shark, possibly a mako shark"
Unprovoked,SOUTH AFRICA,Swimming,M,19,N,Raggedtooth shark 
Boat,AUSTRALIA,Fishing,M,27,N,4.6 m [15'] shark
Unprovoked,PAPUA NEW GUINEA,"Canoe swamped, swimming back to canoe",M,28,N,2.1 m [7'] shark
Unprovoked,AUSTRALIA,Free diving with seals,M,25,N,"White shark, 2.4 m [8'] "
Provoked,AUSTRALIA,"Filming underwater, carrying powerhead",M,25,N,"White shark, 2.7 m [9'1""], 750-lb "
Boat,USA,Longline fishing,M,27,N,Mako shark
Unprovoked,AUSTRALIA,"Surfing, but swimming to his board",M,19,N,"Grey nurse shark, 1.8 m [6']"
Unprovoked,TAIWAN,Swimming,M,20,N,1.8 m [6'] shark
Unprovoked,MEXICO,Floating on his back in an inner tube,M,19,N,1.8 to 2.4 m [6' to 8'] shark
Unprovoked,USA,Swimming,M,27,N,3' shark
Unprovoked,USA,Spearfishing using scuba,M,28,N,Hammerhead shark
Unprovoked,PANAMA,Free diving / Spearfishingat edge of reef,M,21,N,Less than 1.2 m [4']
Provoked,USA,other,M,22,N,Nurse shark
Unprovoked,SOUTH AFRICA,Searching for remains of  Dr. Marais,M,30,N,Zambesi shark
Provoked,USA,Tagging sharks,M,27,N,white shark
Boat,USA,Fishing,M,27,N,2.1 m [7'] shark
Boat,PAPUA NEW GUINEA,Fishing,M,27,N,2.4 m [8'] shark
Unprovoked,PANAMA,Standing,M,47,N,Lemon shark 
Unprovoked,FIJI,Spearfishing,M,35,Y,Tiger shark
Unprovoked,PANAMA,Skin diving,M,13,Y,1.8 m [6'] shark
Unprovoked,AUSTRALIA,Surfing,M,19,N,1.8 m [6'] shark
Unprovoked,USA,Skin diving ,M,38,N,1.7 m [5.5'] shark
Unprovoked,SENEGAL,Free diving for shell,M,27,N,3 m shark
Provoked,FIJI,Fishing,M,27,N,"Tiger shark, 3.5 m, 250-lb female"
Unprovoked,NEW ZEALAND,Spearfishing,M,26,N,"White shark, 3 m [10'] "
Unprovoked,SOUTH AFRICA,Body boarding,M,25,N,"White shark, 1.5 m [5'] k"
Unprovoked,NEW ZEALAND,Lying in 2 feet of water,M,27,N,"""sand shark"""
Unprovoked,NEW ZEALAND,Swimming,M,19,Y,"White shark, 3 m to 3.7 m [10' to 12'] "
Boat,NEW ZEALAND,Rowing,M,27,N,1.8 m [6'] shark
Unprovoked,USA,Floating,M,12,N,Hammerhead shark
Boat,SOUTH AFRICA,Shark watching,M,27,N,"White shark, 3.6 m [11'9""] "
Unprovoked,AUSTRALIA,Freediving,M,27,N,Wobbegong
Unprovoked,USA,Spearfishing / Scuba diving (at surface),M,21,N,White shark (tooth fragment recovered)
Unprovoked,PAPUA NEW GUINEA,Fishing,M,27,Y,Tiger shark
Unprovoked,SOUTH AFRICA,Diving for sinkers,M,27,N,2.1 m to 2.4 m  [7' to 8'] shark
Unprovoked,SOUTH AFRICA,Standing,F,20,N,"Zambesi shark, 1.8 m [6'] "
Unprovoked,SOUTH AFRICA,Swimming ,M,24,N,1.8 m [6']  shark
Unprovoked,AUSTRALIA,Sitting on gunwale of boat,M,27,N,"4.3 m [14'], 1000-lb shark"
Provoked,SOUTH AFRICA,Helping friend land hooked shark,M,13,N,"Dusky shark, 1 m "
Provoked,AUSTRALIA,Fishing,M,27,N,"Wobbegong shark, 3' "
Unprovoked,SOUTH AFRICA,Spearfishing,M,27,N,"White shark, 1.7 m [5.5']"
Unprovoked,SOUTH AFRICA,Splashing in surf,M,15,Y,300- to 400-lb Zambesi shark
Unprovoked,AUSTRALIA,Spearfishing,M,23,N,White shark
Unprovoked,NEW BRITAIN,Spearfishing,M,22,Y,Tiger shark
Unprovoked,NEW ZEALAND,Treading water while alongside capsized yacht,M,20,N,Possibly a broadnose 7-gill shark
Provoked,PAPUA NEW GUINEA,Fishing / standing in waist deep water,F,18,N,Tiger shark
Unprovoked,FIJI,Fishing,F,21,N,>1.2 m [4'] tiger shark
Provoked,AUSTRALIA,Catching sharks under government contract,M,27,N,"White shark, 15'2"" "
Provoked,USA,Testing anti-shark cage,M,27,N,"Silky shark, 1.9 m [6.5']"
Unprovoked,PAPUA NEW GUINEA,Wading,M,27,N,6' shark
Unprovoked,PALAU,Fishing,M,35,N,Dooley believed his Injury was caused by stingray (Dasyatidae family)
Unprovoked,USA,"Surf fishing, wading ",M,28,N,500-lb shark
Unprovoked,CHILE,Spearfishing / free diving,M,27,Y,"White shark, 4 m [13'] rk"
Unprovoked,SOLOMON ISLANDS,Spearing fish,M,30,Y,5.5 m [18'] shark
Provoked,AUSTRALIA,Surfing,M,18,N,1.5 m [5'] shark
Provoked,USA,"Spearfishing, pulled sharks tail",M,16,N,"Nurse shark, 1.2 m [4'] "
Unprovoked,DOMINICAN REPUBLIC,"Swimming, when caught in heavy seas",M,23,Y,8 sharks
Unprovoked,FEDERATED STATES OF MICRONESIA,Spearfishing,M,26,N,Tiger shark
Provoked,USA,"Fishing, on charter boat Silver Dollar",M,24,N,1.2 m [4'] shark
Unprovoked,GREECE,Swimming,F,42,Y,"White shark, 3 m "
Provoked,PAPUA NEW GUINEA,Fishing,M,30,N,1.8 m [6'] shark
Provoked,AUSTRALIA,Fishing,M,27,N,Grey nurse shark
Unprovoked,USA,Swimming,M,25,Y,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis"
Unprovoked,AUSTRALIA,"Surfing on ""chest board"" (boogie board?)",M,25,N,1.8 m to 2.4 m  [6' to 8'] shark
Unprovoked,USA,Surfing ,M,15,N,3.7 to 4.5 m [12' to 15'] shark seen in vicinity
Unprovoked,AUSTRALIA,Spearfishing,M,18,N,"Bronze whaler shark, 3 m [10'] "
Unprovoked,FIJI,Spearfishing,M,28,N,"White shark, 2.1 m [7'] "
Unprovoked,AUSTRALIA,Wading,F,32,Y,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards"
Boat,SOUTH AFRICA,Fishing ,M,27,N,193-lb shark
Provoked,NEW ZEALAND,Fishing,M,14,N,"Grey nurse shark, 1.8 m [6'] "
Provoked,SOUTH AFRICA,Fishing,M,27,N,<1.5 m shark
Unprovoked,SOUTH AFRICA,"Free diving, hunting crayfish",M,27,N,1 m shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,24,N,"Zambesi shark, 2 m [6'9""] "
Provoked,AUSTRALIA,Shark fishing,M,27,N,"White shark, 16', 2,312-lb "
Boat,MOZAMBIQUE,other,M,27,N,Zambesi shark
Provoked,SOUTH AFRICA,Scuba diving,M,27,N,"Dusky shark, 1 m "
Unprovoked,AUSTRALIA,Spearfishing,M,16,Y,"White shark, 4.3 m [14'] (or bronze whaler)"
Boat,SOUTH AFRICA,Fishing,M,27,N,"2 m [6'9""], 87.5-kg [193-lb]  shark"
Unprovoked,AUSTRALIA,"Spearfishing, Scuba diving",M,26,N,3 m [10'] shark
Unprovoked,USA,Spearfishing / Scuba diving (at surface),M,24,N,"White shark, 4.3 m to 4.9m [14' to 16']"
Boat,AUSTRALIA,Fishing,M,27,N,3 m [10'] blue whaler
Unprovoked,MEXICO,Wading,M,32,Y,2.7 m [9'] shark
Boat,AUSTRALIA,Adrift after wave swamped engine,M,27,N,Grey nurse shark
Unprovoked,BRITISH WEST INDIES,Spearfishing,M,24,N," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] "
Unprovoked,ITALY,Spearfishing with Scuba gear,M,28,Y,White shark
Provoked,ISRAEL,Fishing,M,27,UNKNOWN,2.5 m [8.25'] shark
Provoked,PAPUA NEW GUINEA,Fishing,M,49,N,"""A long thin brown-colored shark"""
Provoked,USA,Diving for abalone,M,39,N,"Horn shar,k Heterodontus francisci, 1.2 m [4'] "
Boat,SOUTH AFRICA,Fishing,M,27,N,4.3 m [14'] shark
Unprovoked,USA,Surf fishing in waist-deep water,M,40,Y,Unknown
Unprovoked,USA,Standing,M,24,N,1.8 m [6'] shark
Unprovoked,ITALY,Diving,M,27,N,White shark
Unprovoked,SENEGAL,Beach seine netting,M,23,N,3.5 m shark
Unprovoked,USA,Standing,M,21,N,1.8 m to 2.4 m [6' to 8'] shark
Provoked,MADAGASCAR,Finning the shark,M,20,N,"2 m [6'9""] shark"
Provoked,USA,Fishing for albacore,M,19,N,Blue shark
Boat,SOUTH AFRICA,"On a ""shark hunt""",M,27,N,2.7 m to 3 m [9' to 10'] sharks
Unprovoked,USA,Rolled off raft,M,11,N,1.8 m [6'] shark
Unprovoked,PAPUA NEW GUINEA,Washing,M,27,Y,Possibly a bronze whaler shark
Provoked,USA,"Scuba diving, attempting to catch a captive shark",M,55,N," Sevengill  shark, 1.2 m [4'] "
Provoked,AUSTRALIA,Fishing,M,27,N,"Bronze whaler shark, 3.7 m [12'] "
Unprovoked,SOUTH AFRICA,Wading,M,13,N,"Zambesi shark, 1.2 m [4'] "
Provoked,SOUTH AFRICA,Fishing,M,27,N,4.9 m [16']shark
Provoked,NEW ZEALAND,other,M,27,N,1.8 m [6'] shark 
Boat,AUSTRALIA,Fishing & spearfishing,M,27,N,"Bronze whaler shark, 4.6 m [15'] "
Unprovoked,PAPUA NEW GUINEA,Swimming,M,10,Y,Possibly a bronze whaler shark
Unprovoked,PAPUA NEW GUINEA,Swimming along a row of nets,M,27,N,1.2 m  [4'] shark
Provoked,NEW ZEALAND,Swimming,M,15,N,1.8 m [6'] shark
Unprovoked,AUSTRALIA,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,27,N,3.7 m [12'] shark
Unprovoked,SOUTH AFRICA,Treading water,M,13,Y,"White shark, 3 m "
Unprovoked,AUSTRALIA,Swimming,M,35,N,60 cm  shark 
Unprovoked,NEW ZEALAND,Splashing ,M,18,N,1.5 m [5'] shark
Provoked,AUSTRALIA,Spearfishing,M,19,N,"Bronze whaler shark,  3m [10'] "
Provoked,NEW ZEALAND,Fishing,M,27,N,"Said to involve a 4.9 m [16'] ""red shark"""
Unprovoked,USA,Spearfishing / Scuba diving (at surface),M,29,N,"White shark, 4 m [13'] "
Provoked,AUSTRALIA,Spearfishing,M,27,N," Grey nurse shark,  3 m [10'] "
Unprovoked,AUSTRALIA,Surfing,M,19,N,"Bronze whaler shark, 2.1 m [7'] shark"
Boat,AUSTRALIA,Fishing,M,27,N,Said to involve a Grey nurse shark 3.7 m [12'] 
Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,24,N,White shark
Unprovoked,NEW ZEALAND,Surf fishing,F,54,N,"36""  shark"
Boat,AUSTRALIA,Fishing for sharks,M,27,N,White shark
Provoked,AUSTRALIA,Fishing,M,27,N,2.7 m [9'] shark
Unprovoked,MARSHALL ISLANDS,Fishing with hand net in 2' of water,M,57,N,1.8 m [6'] shark
Unprovoked,AUSTRALIA,Standing,F,18,Y,3 m [10'] shark
Unprovoked,AUSTRALIA,Standing,M,24,N,3 m [10'] shark
Unprovoked,SOUTH AFRICA,Treading water,M,18,N,Zambesi shark
Provoked,AUSTRALIA,Spearfishing,M,23,N,"Grey nurse shark, 2.4 m [8'] "
Boat,AUSTRALIA,"Fishing, hauling in a 5-lb snapper",M,27,N,2.7 m [9'] shark
Unprovoked,AUSTRALIA,"Surfing, pushing board ashore",M,22,Y,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut
Unprovoked,AUSTRALIA,Swimming with other crew near wharf,M,17,N,1.8 m [6'] shark
Boat,VANUATU,Paddling outrigger canoe,M,27,N,Two shark's teeth recovered from canoe
Unprovoked,CROATIA,Swimming,M,19,Y,White shark
Unprovoked,MID ATLANTIC OCEAN,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,N,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer"
Unprovoked,PERSIAN GULF,"Free diving, surveying a pipeline & examing cathodes under jetty",M,27,N,1.5 m to 1.8 m  [5' to 6'] shark
Provoked,ITALY,Fishing,M,33,N,1 m shark
Unprovoked,USA,Swimming,M,16,N,"White shark, 4 m [13'] "
Unprovoked,USA,Wading,M,19,N,White shark
Unprovoked,BERMUDA,Spearfishing,M,22,N,"Blacktip shark, 1.8 m to 2.1 m [6' to 7'] "
Unprovoked,USA,"Net fishing, picking catch from the net",M,38,N,2.4 m [8'] shark
Provoked,USA,Spearfishing,M,57,N,"43"" shark"
Provoked,AUSTRALIA,Shark fishing,M,27,N,"White shark, 5.2 m [17'], 2500-lb "
Unprovoked,ITALY,Spearfishing,M,21,N,"White shark, 4.5 m "
Boat,USA,Spearfishing on Scuba,M,27,N,Hammerhead shark
Provoked,PAPUA NEW GUINEA,"Fishing, speared shark upset canoe & man fell in water",M,19,N,2.7 m [9']shark
Unprovoked,USA,Free diving for abalone,M,20,N,White shark
Unprovoked,USA,Walking in chest-deep water,M,52,N,"Hammerhead shark, 500-llb "
Provoked,AUSTRALIA,Spearfishing,M,27,N,"Wobbegong shark, 1.4 m [4'6""] "
Unprovoked,MOZAMBIQUE,Swimming,M,37,N,Zambesi shark
Provoked,SOUTH AFRICA,Diving,M,27,N,"2 m  ""yellow belly"" captive shark. Shark destroyed by aquarium staff next day"
Unprovoked,USA,Spearfishing,M,22,N,"Tiger shark, 3 m [10']"
Provoked,AUSTRALIA,Spearfishing,M,21,N,"Wobbegong shark, O. barbatus,  1.8 m [6'], identified by G.P. Whitley"
Unprovoked,AUSTRALIA,"Checking fish traps, fell into the water",M,40,N," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']"
Unprovoked,MOZAMBIQUE,"Swimming, using bundles of sticks as raft",M,38,Y,Zambesi shark
Unprovoked,AUSTRALIA,Spearfishing,M,24,N,"Grey nurse shark, 2,7 m [9'], 200-lb "
Provoked,AUSTRALIA,Spearfishing,M,27,N,"Wobbegong shark, 1.4 m [4.6'] "
Unprovoked,AUSTRALIA,Spearfishing,M,24,N,"Bronze whaler shark, 2.4 m [8'] Identified by Clyde Buttery"
Unprovoked,AUSTRALIA,Swimming,M,24,N,3 m [10'] shark
Unprovoked,AUSTRALIA,Spearfishing,M,21,N,"White shark, 3.7 m [12'] "
Unprovoked,NORTH PACIFIC OCEAN,Free diving,M,33,N,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart"
Provoked,SOUTH AFRICA,Fishing,M,44,N,"Zambesi shark, 4'9"""
Unprovoked,AUSTRALIA,Standing,F,27,N,"2' ""banjo shark"""
